phylum,class,order,familly,genus,species
Phoronida,[unassigned] Phoronida,[unassigned] Phoronida,Phoronidae,Phoronis,Phoronis psammophila
Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,Photis longicaudata
Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,Photis reinhardi
Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Phoxichilidium,Phoxichilidium femoratum
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce mucosa
Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,Pinna nobilis
Porifera,Demospongiae,Clionaida,Clionaidae,Pione,Pione vastifica
Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pisidia,Pisidia longicornis
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,Pisione remota
Mollusca,Gastropoda,Sacoglossa,Limapontiidae,Placida,Placida dendritica
Arthropoda,Malacostraca,Amphipoda,Talitridae,Platorchestia,Platorchestia monodi
Arthropoda,Malacostraca,Amphipoda,Talitridae,Platorchestia,Platorchestia platensis
Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis dumerilii
Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis massiliensis
Arthropoda,Malacostraca,Cumacea,Lampropidae,Platysympus,Platysympus typicus
Arthropoda,Malacostraca,Decapoda,Pandalidae,Plesionika,Plesionika edwardsii
Arthropoda,Malacostraca,Decapoda,Pandalidae,Plesionika,Plesionika martia
Arthropoda,Malacostraca,Decapoda,Pandalidae,Plesionika,Plesionika narval
Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia setacea
Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus serpens
Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Polititapes rhomboides
Arthropoda,Thecostraca,Pollicipedomorpha,Pollicipedidae,Pollicipes,Pollicipes pollicipes
Arthropoda,Malacostraca,Decapoda,Polychelidae,Polycheles,Polycheles typhlops
Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora ciliata
Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta
Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora hoplura
Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,Pontocrates altamarinus
Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,Pontocrates arcticus
Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,Pontocrates arenarius
Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,Pontoporeia femorata
Arthropoda,Malacostraca,Decapoda,Carcinidae,Portumnus,Portumnus latipes
Arthropoda,Malacostraca,Mysida,Mysidae,Praunus,Praunus flexuosus
Arthropoda,Malacostraca,Mysida,Mysidae,Praunus,Praunus inermis
Arthropoda,Malacostraca,Mysida,Mysidae,Praunus,Praunus neglectus
Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoa,Primnoa resedaeformis
Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio cirrifera
Arthropoda,Malacostraca,Cumacea,Nannastacidae,Procampylaspis,Procampylaspis bonnieri
Echinodermata,Echinoidea,Camarodonta,Parechinidae,Psammechinus,Psammechinus miliaris
Arthropoda,Malacostraca,Cumacea,Pseudocumatidae,Pseudocuma,Pseudocuma longicorne
Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,Pseudopotamilla reniformis
Mollusca,Cephalopoda,Octopoda,Octopodidae,Pteroctopus,Pteroctopus tetracirrhus
Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Pusillina,Pusillina sarsii
Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,Pycnoclavella aurilucens
Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,Pycnoclavella brava
Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,Pycnoclavella communis
Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,Pycnoclavella nana
Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,Pycnogonum litorale
Annelida,Polychaeta,Spionida,Spionidae,Pygospio,Pygospio elegans
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,Pyura tessellata
Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,Retusa obtusa
Arthropoda,Malacostraca,Mysida,Mysidae,Rhopalophthalmus,Rhopalophthalmus mediterraneus
Nemertea,Pilidiophora,Heteronemertea,Lineidae,Riseriellus,Riseriellus occultus
Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,Rissoa membranacea
Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,Rissoa parva
Arthropoda,Malacostraca,Stomatopoda,Squillidae,Rissoides,Rissoides desmaresti
Mollusca,Bivalvia,Gastrochaenida,Gastrochaenidae,Rocellaria,Rocellaria dubia
Mollusca,Cephalopoda,Sepiida,Sepiolidae,Rondeletiola,Rondeletiola minor
Mollusca,Cephalopoda,Sepiida,Sepiolidae,Rossia,Rossia macrosoma
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes decussatus
Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum
Annelida,Polychaeta,Sabellida,Sabellidae,Sabella,Sabella pavonina
Annelida,Polychaeta,Sabellida,Sabellidae,Sabella,Sabella spallanzanii
Annelida,Polychaeta,[unassigned] Sedentaria,Sabellariidae,Sabellaria,Sabellaria alveolata
Annelida,Polychaeta,[unassigned] Sedentaria,Sabellariidae,Sabellaria,Sabellaria spinulosa
Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,Saduria entomon
Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Sagartia,Sagartia troglodytes
Annelida,Polychaeta,Sabellida,Serpulidae,Salmacina,Salmacina dysteri
Porifera,Demospongiae,Dictyoceratida,Irciniidae,Sarcotragus,Sarcotragus fasciculatus
Porifera,Demospongiae,Dictyoceratida,Irciniidae,Sarcotragus,Sarcotragus spinosulus
Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Savalia,Savalia savaglia
Porifera,Demospongiae,Dictyoceratida,Thorectidae,Scalarispongia,Scalarispongia scalaris
Annelida,Polychaeta,[unassigned] Sedentaria,Scalibregmatidae,Scalibregma,Scalibregma inflatum
Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Scalpellum,Scalpellum scalpellum
Arthropoda,Malacostraca,Mysida,Mysidae,Schistomysis,Schistomysis assimilis
Arthropoda,Malacostraca,Mysida,Mysidae,Schistomysis,Schistomysis kervillei
Arthropoda,Malacostraca,Mysida,Mysidae,Schistomysis,Schistomysis ornata
Arthropoda,Malacostraca,Mysida,Mysidae,Schistomysis,Schistomysis parkeri
Arthropoda,Malacostraca,Mysida,Mysidae,Schistomysis,Schistomysis spiritus
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Sclerasterias,Sclerasterias richardi
Arthropoda,Malacostraca,Decapoda,Crangonidae,Sclerocrangon,Sclerocrangon boreas
Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Scolelepis bonnieri
Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Scolelepis foliosa
Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Scolelepis squamata
Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma,Scoletoma fragilis
Annelida,Polychaeta,[unassigned] Sedentaria,Orbiniidae,Scoloplos,Scoloplos armiger
Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Scopelocheirus,Scopelocheirus hopei
Mollusca,Bivalvia,Cardiida,Semelidae,Scrobicularia,Scrobicularia plana
Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,Scyllarides latus
Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus balanoides
Mollusca,Bivalvia,Arcida,Arcidae,Senelia,Senilia senilis
Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,Sepia elegans
Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,Sepia officinalis
Mollusca,Cephalopoda,Sepiida,Sepiolidae,Sepietta,Sepietta oweniana
Mollusca,Cephalopoda,Sepiida,Sepiolidae,Sepiola,Sepiola atlantica
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion,Sigalion mathildae
Mollusca,Gastropoda,[unassigned] Pulmonata,Siphonariidae,Siphonaria,Siphonaria pectinata
Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,Smittina cervicornis
Mollusca,Bivalvia,Adapedonta,Solenidae,Solen,Solen marginatus
Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Solenosmilia,Solenosmilia variabilis
Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Sphaerechinus,Sphaerechinus granularis
Mollusca,Bivalvia,Myoida,Myidae,Sphenia,Sphenia binghami
Annelida,Polychaeta,Spionida,Spionidae,Spio,Spio decorata
Annelida,Polychaeta,Spionida,Spionidae,Spio,Spio filicornis
Annelida,Polychaeta,Spionida,Spionidae,Spio,Spio goniocephala
Annelida,Polychaeta,Spionida,Spionidae,Spio,Spio martinensis
Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes bombyx
Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus lamarcki
Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus triqueter
Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,Spirontocaris lilljeborgii
Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,Spirorbis corallinae
Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,Spirorbis inornatus
Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,Spirorbis rupestris
Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,Spirorbis spirorbis
Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,Spirorbis tridentatus
Mollusca,Bivalvia,[unassigned] Heterodonta,Mactridae,Spisula,Spisula elliptica
Mollusca,Bivalvia,[unassigned] Heterodonta,Mactridae,Spisula,Spisula solida
Mollusca,Bivalvia,[unassigned] Heterodonta,Mactridae,Spisula,Spisula subtruncata
Porifera,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella
Porifera,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis
Porifera,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia zimocca
Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Spurilla,Spurilla neapolitana
Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla mantis
Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,Stegocephalus,Stegocephalus inflatus
Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Steromphala cineraria
Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Steromphala umbilicalis
Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Stramonita haemastoma
Annelida,Polychaeta,Spionida,Spionidae,Streblospio,Streblospio benedicti
Annelida,Polychaeta,Spionida,Spionidae,Streblospio,Streblospio shrubsolii
Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis,Streptosyllis websteri
Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis
Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus pallidus
Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela clava
Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela plicata
Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Swiftia,Swiftia pallida
Porifera,Calcarea,Leucosolenida,Syconidae,Sycon,Sycon ciliatum
Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Synchelidium,Synchelidium maculatum
Arthropoda,Malacostraca,Amphipoda,Talitridae,Talitrus,Talitrus saltator
Arthropoda,Malacostraca,Amphipoda,Tanaididae,Tanais,Tanais dulongii
Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,Tedania anhelans
Mollusca,Bivalvia,Venerida,Montacutidae,Tellimya,Tellimya ferruginosa
Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Tenellia,Tenellia adspersa
Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,Terebellides stroemii
Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,Terebratulina retusa
Mollusca,Bivalvia,Myida,Teredinidae,Teredo,Teredo furcifera
Mollusca,Bivalvia,Myida,Teredinidae,Teredo,Teredo navalis
Mollusca,Gastropoda,[unassigned] Pulmonata,Lottiidae,Testudinalia,Testudinalia testudinalis
Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,Tharyx killariensis
Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus cincinnatus
Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus setosus
Mollusca,Bivalvia,[unassigned] Heterodonta,Thraciidae,Thracia,Thracia convexa
Mollusca,Bivalvia,[unassigned] Heterodonta,Thraciidae,Thracia,Thracia phaseolina
Mollusca,Bivalvia,[unassigned] Heterodonta,Thraciidae,Thracia,Thracia pubescens
Mollusca,Bivalvia,Lucinoida,Thyasiridae,Thyasira,Thyasira flexuosa
Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,Tonicella marmorea
Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia,Tricolia pullus
Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,Tritia reticulata
Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Tryphosa,Tryphosa nana
Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,Tubularia indivisa
Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Turritellinella,Turritellinella tricarinata
Arthropoda,Malacostraca,Isopoda,Tylidae,Tylos,Tylos europaeus
Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,Umbellula encrinus
Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Upogebia deltaura
Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Upogebia pusilla
Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Upogebia stellata
Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Upogebia tipica
Arthropoda,Malacostraca,Amphipoda,Urothoidae,Urothoe,Urothoe brevicornis
Arthropoda,Malacostraca,Amphipoda,Urothoidae,Urothoe,Urothoe marina
Arthropoda,Malacostraca,Amphipoda,Urothoidae,Urothoe,Urothoe poseidonis
Mollusca,Bivalvia,Myida,Corbulidae,Varicorbula,Varicorbula gibba
Mollusca,Bivalvia,Venerida,Veneridae,Venerupis,Venerupis corrugata
Mollusca,Bivalvia,Venerida,Veneridae,Venus,Venus verrucosa
Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Vermetus,Vermetus triquetrus
Arthropoda,Thecostraca,Verrucomorpha,Verrucidae,Verruca,Verruca stroemia
Cnidaria,Anthozoa,Alcyonacea,Ellisellidae,Viminella,Viminella flagellum
Cnidaria,Anthozoa,Pennatulacea,Virgulariidae,Virgularia,Virgularia mirabilis
Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Weltnerium,Weltnerium stroemii
Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Westwoodilla,Westwoodilla caecula
Mollusca,Bivalvia,Myida,Xylophagidae,Xylophaga,Xylophaga atlantica
Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,Yoldia hyperborea
Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,Yoldia limatula
Mollusca,Gastropoda,Nudibranchia,Paracoryphellidae,Ziminella,Ziminella salmonacea
Mollusca,Bivalvia,Myida,Pholadidae,Zirfaea,Zirfaea crispata
